uns'	uns	DET	DET.1.Poss.Pl.Fem.Acc	1.0	dict/vocab.json
heel	hEl	holen	VERB.3.Sg.Ind.Prt.wk.st	0.9798387096774194	dict/vocab.json
hoalen	hålen	holen	VERB.Ind	1.0	dict/vocab.json
hollen	holen	holen	VERB.PPast.wk	1.0	dict/vocab.json
hoalen	hålen	holen	VERB._.Pl.Ind.Prs	1.0	dict/vocab.json
hork	hork	horken	VERB.1.Sg.Ind.Prs	0.8134328358208955	dict/vocab.json
horkt	horkt	horken	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
horkt	horkt	horken	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
hork	hork	horken	VERB.2.Sg.Imp	1.0	dict/vocab.json
horkt	horkt	horken	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
horkt	horkt	horken	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
horkt	horkt	horken	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
hott	hot	hot	ADJ.Pos.Pred	1.0	dict/vocab.json
hott	hot	hot	ADV	0.78125	dict/vocab.json
Hochtied	hoxtId	hox+tId	NOUN.Fem.Acc	1.0	dict/vocab.json
Hochtied	hoxtId	hox+tId	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Hochtied	hoxtId	hox+tId	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Hucke	huke	huk	NOUN.Fem.Acc	1.0	dict/vocab.json
Hucke	huke	huk	NOUN.Fem.Dat.arch	0.9361702127659575	dict/vocab.json
Hucke	huke	huk	NOUN.Fem.Nom.arch	0.9574468085106383	dict/vocab.json
huck	huk	huken	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
huckte	hukte	huken	VERB.1.Sg.Ind.Prt.wk.hd.wk	0.9310344827586207	dict/vocab.json
huck	huk	huken	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
huckte	hukte	huken	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
hunnert	hunert	hunert	NUM	1.0	dict/vocab.json
Hunger	hunger	hunger	NOUN.Masc.Acc	1.0	dict/vocab.json
Hunger	hunger	hunger	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Hunger	hunger	hunger	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Husoars	hUsårs	husårs	NOUN.Dat.Pl_s	1.0	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Fem.Nom.hd	0.9253731343283582	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Masc.Nom.hd	0.9253731343283582	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Neut.Acc.wk.hd	0.9054726368159204	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Neut.Nom.wk.hd	0.9104477611940298	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Pl.Acc.wk.hd	0.9054726368159204	dict/vocab.json
höflich	hÖflix	hÖflix	ADJ.Pos.Pl.Nom.wk.hd	0.9054726368159204	dict/vocab.json
höflich	hÖflix	hÖflix	ADV.hd	0.6965174129353234	dict/vocab.json
hör	hÖr	hÖren	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
hör'	hÖr	hÖren	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
hört	hÖrt	hÖren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
hört	hÖrt	hÖren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
hör	hÖr	hÖren	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
hör'	hÖr	hÖren	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
hört	hÖrt	hÖren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
hört	hÖrt	hÖren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
hören	hÖren	hÖren	VERB.Inf	1.0	dict/vocab.json
hörn	hÖrn	hÖren	VERB.Inf	1.0	dict/vocab.json
hört	hÖrt	hÖren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
hören	hÖren	hÖren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
hörn	hÖrn	hÖren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
höchlich	hÖxlix	hÖxlix	ADV	1.0	dict/vocab.json
Herberg'	hErbErg	härbärg	NOUN.Fem.Acc	1.0	dict/vocab.json
Herberg'	hErbErg	härbärg	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Herberg'	hErbErg	härbärg	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
höllisch	höliS	höliS	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
höllisch	höliS	höliS	ADV	0.6965174129353234	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
hübsch	hübS	hübS	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
hübsch	hübS	hübS	ADV	0.6965174129353234	dict/vocab.json
Hülpe	hülpe	hülp	NOUN.Fem.Acc.arch	0.9887640449438202	dict/vocab.json
Hülpe	hülpe	hülp	NOUN.Fem.Dat	1.0	dict/vocab.json
Hülpe	hülpe	hülp	NOUN.Fem.Nom.arch	1.0	dict/vocab.json
hüm	hüm	hüm	INTJ	1.0	dict/vocab.json
Immenstock	imenstok	imen+stok	NOUN.Masc.Acc	1.0	dict/vocab.json
Immenstock	imenstok	imen+stok	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Immenstock	imenstok	imen+stok	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
ingefischt	ingefiSt	in+fiSen	VERB.PPast.wk	1.0	dict/vocab.json
Fund ... in	fund  in	in+finen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
Fund ... in	fund  in	in+finen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
ingesett	ingeset	in+seten	VERB.PPast.wk	1.0	dict/vocab.json
Infall	infal	in-fal	NOUN.Masc.Acc	1.0	dict/vocab.json
Infall	infal	in-fal	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Infall	infal	in-fal	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
innen	in'n	in+en	DET.Acc.Def.Masc.Sg	1.0	dict/vocab.json
innerlick	inerlik	inerlik	ADV	1.0	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
innerlich	inerlix	inerlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
innerlich	inerlix	inerlix	ADV	0.6965174129353234	dict/vocab.json
intwei	intvei	intvei	ADV	1.0	dict/vocab.json
irrt	irt	iren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
irrt	irt	iren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
irrt	irt	iren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
irrt	irt	iren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
irrt	irt	iren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
je	jE	jE	ADV	1.0	dict/vocab.json
jeden	jEden	jEd	PRON.Dat.Masc.Sg	1.0	dict/vocab.json
johlt	jOlt	jOlen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
johlt	jOlt	jOlen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
johlt	jOlt	jOlen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
johlt	jOlt	jOlen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
johlt	jOlt	jOlen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Jochen	joxen	jOxen	PROPN.Masc.Acc	1.0	dict/vocab.json
Jochen	joxen	jOxen	PROPN.Masc.Dat	1.0	dict/vocab.json
Jochen	joxen	jOxen	PROPN.Masc.Nom	1.0	dict/vocab.json
Jagd	jagd	jagd	NOUN.Fem.Acc	1.0	dict/vocab.json
Jagd	jagd	jagd	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Jagd	jagd	jagd	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Jack	jak	jak	NOUN.Fem.Acc	1.0	dict/vocab.json
Jacke	jake	jak	NOUN.Fem.Dat.hd	0.967391304347826	dict/vocab.json
Jacke	jake	jak	NOUN.Fem.Nom	1.0	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
junferlich	junferlix	jumferlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
junferlich	junferlix	jumferlix	ADV	0.6965174129353234	dict/vocab.json
jung	jung	jung	ADJ.Def.Nom.Pl	1.0	dict/vocab.json
jung'	jung	jung	ADJ.Def.Nom.Pl	1.0	dict/vocab.json
jüngsten	jüngsten	jung	ADJ.Spv.Masc.Acc	1.0	dict/vocab.json
jüngsten	jüngsten	jung	ADJ.Spv.Pl.Acc.st	0.8333333333333334	dict/vocab.json
jüngsten	jüngsten	jung	ADJ.Spv.Pl.Nom.st	0.8333333333333334	dict/vocab.json
Junge	jUnge	jung	NOUN.Masc.Acc.arch	0.8436018957345972	dict/vocab.json
Junge	jUnge	jung	NOUN.Masc.Dat	1.0	dict/vocab.json
Jungs	jungs	jung	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Junge	jUnge	jung	NOUN.Masc.Nom.arch	0.9715639810426541	dict/vocab.json
Jungs	jungs	jung	NOUN.Pl_s.Acc	1.0	dict/vocab.json
Jungs	jungs	jung	NOUN.Pl_s.Nom	1.0	dict/vocab.json
jungscher	jungSEr	jungS	ADJ.Ind.Masc.Nom.Sg	1.0	dict/vocab.json
Junker	junker	junker	NOUN.Masc.Acc	1.0	dict/vocab.json
Junker	junker	junker	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Junker	junker	junker	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
just	just	just	ADV	1.0	dict/vocab.json
Juden	jUden	jÜd	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Jüden	jÜden	jÜd	NOUN.Pl_en.Dat	1.0	dict/vocab.json
Jüden	jÜden	jÜd	NOUN.Pl_en.Nom	0.9444444444444444	dict/vocab.json
Joa	jå	jå	INTJ	1.0	dict/vocab.json
joa	jå	jå	INTJ	1.0	dict/vocab.json
Joahr	jår	jår	NOUN.Neut.Acc	0.9745762711864406	dict/vocab.json
Jahren	jåren	jår	NOUN.Neut.Dat	1.0	dict/vocab.json
Joahren	jåren	jår	NOUN.Neut.Dat	1.0	dict/vocab.json
Joahr	jår	jår	NOUN.Neut.Nom	1.0	dict/vocab.json
Kegel	kEgel	kEgel	NOUN.Masc.Acc	1.0	dict/vocab.json
Kegel	kEgel	kEgel	NOUN.Masc.Dat.hd	0.9175257731958762	dict/vocab.json
Kegel	kEgel	kEgel	NOUN.Masc.Nom.hd	0.9072164948453608	dict/vocab.json
Kehl	kEl	kEl	NOUN.Fem.Acc	1.0	dict/vocab.json
Kehl	kEl	kEl	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Kehl	kEl	kEl	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
kenen	kEnen	kEn	DET.Neg.Masc.Sg.Acc	1.0	dict/vocab.json
Kehrut	kErUt	kEr+Ut	NOUN.Masc.Acc	1.0	dict/vocab.json
Kehrut	kErUt	kEr+Ut	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Kehrut	kErUt	kEr+Ut	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
kehr	kEr	kEren	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
kehrte	kErte	kEren	VERB.1.Sg.Ind.Prt.wk.wk	0.9310344827586207	dict/vocab.json
kehrt	kErt	kEren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
kehr	kEr	kEren	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
kehrt	kErt	kEren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
kehrte	kErte	kEren	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
kehrn	kErn	kEren	VERB.Inf	1.0	dict/vocab.json
kehrt	kErt	kEren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
kehrn	kErn	kEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Keerl	kErl	kErl	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Keerl	kErl	kErl	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Keerl	kErl	kErl	NOUN.Masc.Nom	1.0	dict/vocab.json
Kees	kEs	kEs	NOUN.Masc.Acc.Sg	0.9659863945578231	dict/vocab.json
Kees	kEs	kEs	NOUN.Masc.Dat.Sg	1.0	dict/vocab.json
Kees	kEs	kEs	NOUN.Masc.Nom.Sg	0.9421768707482994	dict/vocab.json
keek	kEk	kIken	VERB.1.Prt.Sg	1.0	dict/vocab.json
kiekt	kIkt	kIken	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
kickt	kIkt	kIken	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
kiekt	kIkt	kIken	VERB.2.Sg.Imp.wk	0.8650793650793651	dict/vocab.json
kickt	kIkt	kIken	VERB.2.Sg.Imp.wk	0.8650793650793651	dict/vocab.json
Kiewitt	kIvit	kIvit	NOUN.Masc.Acc	1.0	dict/vocab.json
Kiewitt	kIvit	kIvit	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Kiewitt	kIvit	kIvit	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Koop	kOp	kOp	NOUN.Masc.Acc.Sg	1.0	release/bornemann-1868-gedichte.full.conllu
Koop	kOp	kOp	NOUN.Masc.Dat.Sg	0.9498327759197325	release/bornemann-1868-gedichte.full.conllu
Koop	kOp	kOp	NOUN.Masc.Nom.Sg	0.9264214046822743	release/bornemann-1868-gedichte.full.conllu
Kugel	kUgel	kUgel	NOUN.Fem.Acc	0.9782608695652174	dict/vocab.json
Kugel	kUgel	kUgel	NOUN.Fem.Dat	0.967391304347826	dict/vocab.json
Kugel	kUgel	kUgel	NOUN.Fem.Nom	1.0	dict/vocab.json
Kugeln	kUgeln	kUgel	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Kugeln	kUgeln	kUgel	NOUN.Pl_en.Dat	0.6666666666666666	dict/vocab.json
Kugeln	kUgeln	kUgel	NOUN.Pl_en.Nom	0.9259259259259259	dict/vocab.json
Kalk	kalk	kalk	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Kalk	kalk	kalk	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Kalk	kalk	kalk	NOUN.Masc.Nom	1.0	dict/vocab.json
Kamp	kamp	kamp	NOUN.Masc.Acc	1.0	dict/vocab.json
Kamp	kamp	kamp	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Kamp	kamp	kamp	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Kanter	kanter	kanter	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Kanter	kanter	kanter	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Kanter	kanter	kanter	NOUN.Masc.Nom	1.0	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
kaput	kaput	kapút	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
kaput	kaput	kapút	ADV	0.6965174129353234	dict/vocab.json
Karr	kar	kar	NOUN.Fem.Acc	1.0	dict/vocab.json
Karre	kare	kar	NOUN.Fem.Dat.arch	0.967391304347826	dict/vocab.json
Karre	kare	kar	NOUN.Fem.Nom	1.0	dict/vocab.json
Kaß	kas	kas	NOUN.Fem.Acc	0.9887640449438202	dict/vocab.json
Kaß	kas	kas	NOUN.Fem.Dat	1.0	dict/vocab.json
Kaß	kas	kas	NOUN.Fem.Nom	1.0	dict/vocab.json
Katt	kat	kat	NOUN.Fem.Acc	1.0	dict/vocab.json
Katten	katen	kat	NOUN.Pl_en.Acc	0.9615384615384616	dict/vocab.json
Katten	katen	kat	NOUN.Pl_en.Dat	0.6538461538461539	dict/vocab.json
Katten	katen	kat	NOUN.Pl_en.Nom	1.0	dict/vocab.json
Katz	kats	kats	NOUN.Fem.Dat	1.0	dict/vocab.json
Katz	kats	kats	NOUN.Fem.Nom.hd	1.0	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
katzenfründlich	katsenfründlix	katsen+fründlix	ADV	0.6965174129353234	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Fem.Acc.arch	0.8157894736842105	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Neut.Acc.wk.arch	0.8070175438596491	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Neut.Nom.wk.arch	0.8070175438596491	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Pl.Acc.wk.arch	0.8070175438596491	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADJ.Pos.Pl.Nom.wk.arch	0.8201754385964912	dict/vocab.json
kaiserliche	keiserlixe	keiserlix	ADV.arch	0.5614035087719298	dict/vocab.json
Kelle	kele	kel	NOUN.Fem.Acc.Sg.arch	0.9488636363636364	dict/vocab.json
Kelle	kele	kel	NOUN.Fem.Dat.Sg.arch	0.9431818181818182	dict/vocab.json
Kelle	kele	kel	NOUN.Fem.Nom.Sg	1.0	dict/vocab.json
Kellertreppe	kelertrepe	keler+trep	NOUN.Fem.Acc.Sg	1.0	dict/vocab.json
Kellertreppe	kelertrepe	keler+trep	NOUN.Fem.Dat.Sg.arch	0.9709302325581395	dict/vocab.json
Kellertreppe	kelertrepe	keler+trep	NOUN.Fem.Nom.Sg.arch	0.9709302325581395	dict/vocab.json
Keller	keler	keler	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Keller	keler	keler	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Keller	keler	keler	NOUN.Masc.Nom	1.0	dict/vocab.json
Kämp	kemp	kemp	NOUN.Masc.Acc.Sg	1.0	dict/vocab.json
Kämp	kemp	kemp	NOUN.Masc.Dat.Sg	0.9498327759197325	dict/vocab.json
Kämp	kemp	kemp	NOUN.Masc.Nom.Sg	0.9264214046822743	dict/vocab.json
kenn	ken	kenen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
kennt	kent	kenen	VERB.1.Sg.Ind.Prt.wk	0.7207792207792207	dict/vocab.json
kennt	kent	kenen	VERB.2.Pl.Imp	1.0	dict/vocab.json
kenn	ken	kenen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
kennst	kenst	kenen	VERB.2.Sg.Ind.Prs	1.0	dict/vocab.json
kennt	kent	kenen	VERB.3.Sg.Ind.Prs	0.961038961038961	dict/vocab.json
kennt	kent	kenen	VERB.3.Sg.Ind.Prt.wk	0.7142857142857143	dict/vocab.json
kennt	kent	kenen	VERB.PPast.wk	0.7402597402597403	dict/vocab.json
Kettel	ketel	ketel	NOUN.Masc.Acc	1.0	dict/vocab.json
Kettel	ketel	ketel	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Kettel	ketel	ketel	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Kinn	kin	kin	NOUN.Neut.Acc	1.0	dict/vocab.json
Kinn	kin	kin	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Kinn	kin	kin	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Kindöp	kindÖp	kind+dÖp	NOUN.Fem.Acc	1.0	dict/vocab.json
Kindöp	kindÖp	kind+dÖp	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Kindöp	kindÖp	kind+dÖp	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Kind	kind	kind	NOUN.Neut.Acc	1.0	dict/vocab.json
Kind	kind	kind	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Kind	kind	kind	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Kinner	kiner	kind	NOUN.Pl_er.Acc	1.0	dict/vocab.json
Kinner	kiner	kind	NOUN.Pl_er.Nom	1.0	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
kindlich	kindlix	kindlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
kindlich	kindlix	kindlix	ADV	0.6965174129353234	dict/vocab.json
Kirche	kirxe	kirx	NOUN.Fem.Acc.arch.hd	0.9782608695652174	dict/vocab.json
Kirch	kirx	kirx	NOUN.Fem.Acc.hd	0.9782608695652174	dict/vocab.json
Kirche	kirxe	kirx	NOUN.Fem.Dat.arch.hd	0.967391304347826	dict/vocab.json
Kirch	kirx	kirx	NOUN.Fem.Dat.hd	0.967391304347826	dict/vocab.json
Kirche	kirxe	kirx	NOUN.Fem.Nom	1.0	dict/vocab.json
Klut	klUt	klUt	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Kluten	klUtEn	klUt	NOUN.Masc.Acc.Sg	1.0	dict/vocab.json
Klut	klUt	klUt	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Kluten	klUtEn	klUt	NOUN.Masc.Dat.Sg	0.9498327759197325	dict/vocab.json
Klut	klUt	klUt	NOUN.Masc.Nom	1.0	dict/vocab.json
Kluten	klUtEn	klUt	NOUN.Masc.Nom.Sg	0.9264214046822743	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
klamm	klam	klam	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
klamm	klam	klam	ADV	0.6965174129353234	dict/vocab.json
Klang	klang	klang	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Klang	klang	klang	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Klang	klang	klang	NOUN.Masc.Nom	1.0	dict/vocab.json
geklappt	geklapt	klapen	VERB.PPast.wk	1.0	dict/vocab.json
klein	klein	klein	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
kleine	kleine	klein	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
kleinen	kleinen	klein	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
kleine	kleine	klein	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
klein	klein	klein	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
klein	klein	klein	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
kleinen	kleinen	klein	ADJ.Pos.Pl.Acc.wk	0.9615384615384616	dict/vocab.json
kleinen	kleinen	klein	ADJ.Pos.Pl.Nom.wk	0.9615384615384616	dict/vocab.json
kleinste	kleinste	klein	ADJ.Spv.Fem.Nom.arch	1.0	dict/vocab.json
