uns'	uns	DET	DET.1.Poss.Pl.Fem.Acc	1.0	dict/vocab.json
kleinste	kleinste	klein	ADJ.Spv.Masc.Nom.emph.arch	0.8	dict/vocab.json
klein	klein	klein	ADV	0.6965174129353234	dict/vocab.json
klingen	klingen	klingen	VERB.Inf	1.0	dict/vocab.json
geklungn	geklungen	klingen	VERB.PPast.wk	1.0	dict/vocab.json
klingen	klingen	klingen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Klinke	klinke	klink	NOUN.Fem.Acc.arch	0.9782608695652174	dict/vocab.json
Klinke	klinke	klink	NOUN.Fem.Dat.arch	0.967391304347826	dict/vocab.json
Klinke	klinke	klink	NOUN.Fem.Nom	1.0	dict/vocab.json
klipp	klip	klip	ADV	1.0	dict/vocab.json
klipp	klip	klip	INTJ	1.0	dict/vocab.json
Klump	klump	klump	NOUN.Masc.Acc	1.0	dict/vocab.json
Klumpen	klumpen	klump	NOUN.Masc.Acc	1.0	dict/vocab.json
Klump	klump	klump	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Klumpen	klumpen	klump	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Klump	klump	klump	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Klumpen	klumpen	klump	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
klütern	klÜtErn	klÜtern	VERB.Inf	1.0	dict/vocab.json
klütern	klÜtErn	klÜtern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
kläglich	klœglIx	klœglix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
klöglich	klœglIx	klœglix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
kläglich	klœglIx	klœglix	ADV	0.6965174129353234	dict/vocab.json
klöglich	klœglIx	klœglix	ADV	0.6965174129353234	dict/vocab.json
kneep	knEp	knIpen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
kneep	knEp	knIpen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
kniepen	knIpen	knIpen	VERB.Inf	1.0	dict/vocab.json
kniepen	knIpen	knIpen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Knooplock	knOplok	knOp+lok	NOUN.Neut.Acc	1.0	dict/vocab.json
Knooplock	knOplok	knOp+lok	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Knooplock	knOplok	knOp+lok	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
geknackt	geknakt	knaken	VERB.PPast.wk	1.0	dict/vocab.json
geknallt	geknalt	knalen	VERB.PPast.wk	1.0	dict/vocab.json
knapp	knap	knap	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
knappe	knape	knap	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
knappe	knape	knap	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
knapp	knap	knap	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
knapp	knap	knap	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
knapp	knap	knap	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
knapp	knap	knap	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
knappste	knapste	knap	ADJ.Spv.Fem.Nom.arch	1.0	dict/vocab.json
knappste	knapste	knap	ADJ.Spv.Masc.Nom.emph.arch	0.8	dict/vocab.json
knapp	knap	knap	ADV	0.6965174129353234	dict/vocab.json
knarrt	knart	knaren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
knarrt	knart	knaren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
knarrt	knart	knaren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
knarrt	knart	knaren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
knarrt	knart	knaren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
knickt	knikt	kniken	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
knickt	knikt	kniken	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
knickt	knikt	kniken	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
knickt	knikt	kniken	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
knickt	knikt	kniken	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Knix	kniks	kniks	NOUN.Masc.Acc.Sg	0.9659863945578231	dict/vocab.json
Knix	kniks	kniks	NOUN.Masc.Dat.Sg	1.0	dict/vocab.json
Knix	kniks	kniks	NOUN.Masc.Nom.Sg	0.9421768707482994	dict/vocab.json
knurrt	knurt	knuren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
knurrt	knurt	knuren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
knurrt	knurt	knuren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
knurrt	knurt	knuren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
knurrt	knurt	knuren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
knät'	knÄt	knÄden	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
knät'	knÄt	knÄden	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
Knüppeln	knüpeln	knüpel	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Knüppeln	knüpeln	knüpel	NOUN.Pl_en.Dat	0.6666666666666666	dict/vocab.json
Knüppeln	knüpeln	knüpel	NOUN.Pl_en.Nom	0.9259259259259259	dict/vocab.json
koller	koler	kold	ADJ.Ind.Masc.Nom.Pos.Sg	1.0	dict/vocab.json
koppunner	kopuner	kop+uner	ADV	1.0	dict/vocab.json
Koppel	kopel	kopel	NOUN.Fem.Acc	1.0	dict/vocab.json
Koppel	kopel	kopel	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Koppel	kopel	kopel	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
kosten	kosten	kosten	VERB.Inf	1.0	dict/vocab.json
kosten	kosten	kosten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
kriescht	krISt	krISen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
kriescht	krISt	krISen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
kriescht	krISt	krISen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
kriescht	krISt	krISen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
krieschen	krISen	krISen	VERB.Inf	1.0	dict/vocab.json
kriescht	krISt	krISen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
krieschen	krISen	krISen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Krieg	krIg	krIg	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Krieg	krIg	krIg	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Krieg	krIg	krIg	NOUN.Masc.Nom	1.0	dict/vocab.json
gekrigt	gekrigt	krIgen	VERB.PPast.wk	1.0	dict/vocab.json
Kron	krOn	krOn	NOUN.Fem.Acc	1.0	dict/vocab.json
Kron	krOn	krOn	NOUN.Fem.Dat.hd	0.9361702127659575	dict/vocab.json
Kron	krOn	krOn	NOUN.Fem.Nom.hd	0.9574468085106383	dict/vocab.json
Kroop	krOp	krOp	NOUN.Neut.Acc	1.0	dict/vocab.json
Kroop	krOp	krOp	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Kroop	krOp	krOp	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
kroop	krOp	krUpen	VERB.1.Sg.Ind.Prt.wk	0.9310344827586207	dict/vocab.json
krüpt	krüpt	krUpen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
krüpt	krüpt	krUpen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
kroop	krOp	krUpen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
krüpt	krüpt	krUpen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
krus	krUs	krUs	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
krus	krUs	krUs	ADV	0.6965174129353234	dict/vocab.json
Krabben	kraben	krab	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Krabben	kraben	krab	NOUN.Pl_en.Dat	0.6666666666666666	dict/vocab.json
Krabben	kraben	krab	NOUN.Pl_en.Nom	0.9259259259259259	dict/vocab.json
Kranz	krants	krants	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Kranz	krants	krants	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Kranz	krants	krants	NOUN.Masc.Nom	1.0	dict/vocab.json
Kränz'	krents	krants	NOUN.Pl_uml.Acc.hd	1.0	dict/vocab.json
Kränz'	krents	krants	NOUN.Pl_uml.Dat.hd	1.0	dict/vocab.json
Kränz'	krents	krants	NOUN.Pl_uml.Nom	1.0	dict/vocab.json
kratzt	kratst	kratsen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
kratzt	kratst	kratsen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
kratzt	kratst	kratsen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
kratzt	kratst	kratsen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
kratzen	kratsen	kratsen	VERB.Inf	1.0	dict/vocab.json
kratzt	kratst	kratsen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
kratzen	kratsen	kratsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
krimmlich	krimlix	krimlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
krimmlich	krimlix	krimlix	ADV	0.6965174129353234	dict/vocab.json
christlich	kristlix	kristlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
christliche	kristlixe	kristlix	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
christlichen	kristlixen	kristlix	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
christliche	kristlixe	kristlix	ADJ.Pos.Masc.Nom.arch.hd	0.9868421052631579	dict/vocab.json
christlich	kristlix	kristlix	ADJ.Pos.Neut.Acc.wk.hd	0.9054726368159204	dict/vocab.json
christlich	kristlix	kristlix	ADJ.Pos.Neut.Nom.wk.hd	0.9104477611940298	dict/vocab.json
christlichen	kristlixen	kristlix	ADJ.Pos.Pl.Acc.wk.hd	0.9615384615384616	dict/vocab.json
christlichen	kristlixen	kristlix	ADJ.Pos.Pl.Nom.wk.hd	0.9615384615384616	dict/vocab.json
christlich	kristlix	kristlix	ADV.hd	0.6965174129353234	dict/vocab.json
Krücke	krüke	krük	NOUN.Fem.Acc.hd	0.9887640449438202	dict/vocab.json
Krücke	krüke	krük	NOUN.Fem.Dat	1.0	dict/vocab.json
Krücke	krüke	krük	NOUN.Fem.Nom.hd	1.0	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
krüpplich	krüplix	krüplix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
krüpplich	krüplix	krüplix	ADV	0.6965174129353234	dict/vocab.json
Kukuk	kukUk	kukUk	NOUN.Masc.Acc	1.0	dict/vocab.json
Kukuk	kukUk	kukUk	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Kukuk	kukUk	kukUk	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Kummendör	kumendÖr	kumandÖr	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Kummendör	kumendÖr	kumandÖr	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Kummendör	kumendÖr	kumandÖr	NOUN.Masc.Nom	1.0	dict/vocab.json
Kumpany	kumpanI	kumpanI	NOUN.Fem.Acc	1.0	dict/vocab.json
Kumpany	kumpanI	kumpanI	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Kumpany	kumpanI	kumpanI	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Kumplott	kumplot	kumplót	NOUN.Neut.Acc	1.0	dict/vocab.json
Kumplott	kumplot	kumplót	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Kumplott	kumplot	kumplót	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
kunträr	kuntrÄr	kuntrÄr	ADV	1.0	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
kurjos	kurjOs	kurjOs	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
kurjos	kurjOs	kurjOs	ADV	0.6965174129353234	dict/vocab.json
kuranzen	kurántsen	kurántsen	VERB.Inf	1.0	dict/vocab.json
kuranzen	kurántsen	kurántsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
qualmt	kwalmt	kwalmen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
qualmt	kwalmt	kwalmen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
qualmt	kwalmt	kwalmen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
qualmt	kwalmt	kwalmen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
qualmt	kwalmt	kwalmen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Quark	kwark	kwark	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Quark	kwark	kwark	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Quark	kwark	kwark	NOUN.Masc.Nom	1.0	dict/vocab.json
Quarks	kwarks	kwarks	NOUN.Neut.Acc.Sg	1.0	dict/vocab.json
Quarks	kwarks	kwarks	NOUN.Neut.Dat.Sg	1.0	dict/vocab.json
Quarks	kwarks	kwarks	NOUN.Neut.Nom.Sg	0.9817073170731707	dict/vocab.json
quick	kwIk	kwik	ADV	1.0	dict/vocab.json
König	kÖnig	kÖnig	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
König	kÖnig	kÖnig	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
König	kÖnig	kÖnig	NOUN.Masc.Nom	1.0	dict/vocab.json
köp	kÖp	kÖpen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
köp'	kÖp	kÖpen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
köp	kÖp	kÖpen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
köp'	kÖp	kÖpen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
Külen	kÜlen	kÜl	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Külen	kÜlen	kÜl	NOUN.Pl_en.Dat	0.6666666666666666	dict/vocab.json
Külen	kÜlen	kÜl	NOUN.Pl_en.Nom	0.9259259259259259	dict/vocab.json
Küsel	kÜsel	kÜsel	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Küsel	kÜsel	kÜsel	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Küsel	kÜsel	kÜsel	NOUN.Masc.Nom	1.0	dict/vocab.json
Kühz	kÜts	kÜts	PROPN.Masc.Acc.Sg.fam	0.9583333333333334	dict/vocab.json
Kühz	kÜts	kÜts	PROPN.Masc.Dat.Sg.fam	0.9166666666666666	dict/vocab.json
Kühz	kÜts	kÜts	PROPN.Nom.Sg	1.0	dict/vocab.json
Köster	köster	köster	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Köster	köster	köster	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Köster	köster	köster	NOUN.Masc.Nom	1.0	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Fem.Nom.hd	0.9253731343283582	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Masc.Nom.hd	0.9253731343283582	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Neut.Acc.wk.hd	0.9054726368159204	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Neut.Nom.wk.hd	0.9104477611940298	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Pl.Acc.wk.hd	0.9054726368159204	dict/vocab.json
künftig	künftig	künftig	ADJ.Pos.Pl.Nom.wk.hd	0.9054726368159204	dict/vocab.json
künftig	künftig	künftig	ADV.hd	0.6965174129353234	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Fem.Acc	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Fem.Nom	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Masc.Nom	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Neut.Acc.wk	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Neut.Nom.wk	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Pl.Acc.wk	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pos.Pl.Nom.wk	0.7692307692307693	dict/vocab.json
leer	lEr	lEr	ADJ.Pred	1.0	dict/vocab.json
leer	lEr	lEr	ADV	0.7692307692307693	dict/vocab.json
lehrt	lErt	lEren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
lehrt	lErt	lEren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
lehrt	lErt	lEren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
lehrt	lErt	lEren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
lehren	lEren	lEren	VERB.Inf	1.0	dict/vocab.json
lehrn	lErn	lEren	VERB.Inf	1.0	dict/vocab.json
lehrt	lErt	lEren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
lehren	lEren	lEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
lehrn	lErn	lEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Leesten	lEsten	lEsten	NOUN.Pl.Acc	1.0	dict/vocab.json
Leesten	lEsten	lEsten	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Leesten	lEsten	lEsten	NOUN.Pl.Nom	0.9047619047619048	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Fem.Acc	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Fem.Nom	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Masc.Nom	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Neut.Acc.wk	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Neut.Nom.wk	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Pl.Acc.wk	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pos.Pl.Nom.wk	0.7692307692307693	dict/vocab.json
leew	lEv	lEv	ADJ.Pred	1.0	dict/vocab.json
leew	lEv	lEv	ADV	0.7692307692307693	dict/vocab.json
Lied	lId	lId	NOUN.Fem.Acc	1.0	dict/vocab.json
Lied	lId	lId	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Lied	lId	lId	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
leeg	lEg	lIen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
leeg	lEg	lIen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Liewe	lIve	lIv	NOUN.Masc.Acc.arch	0.8436018957345972	dict/vocab.json
Liewe	lIve	lIv	NOUN.Masc.Dat	1.0	dict/vocab.json
Liewe	lIve	lIv	NOUN.Masc.Nom.arch	0.9715639810426541	dict/vocab.json
Log	lOg	lOg	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Log	lOg	lOg	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Log	lOg	lOg	NOUN.Masc.Nom	1.0	dict/vocab.json
Lohn	lOn	lOn	NOUN.Masc.Acc	1.0	dict/vocab.json
Lohn	lOn	lOn	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Lohn	lOn	lOn	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Loop	lOp	lOp	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Loop	lOp	lOp	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Loop	lOp	lOp	NOUN.Masc.Nom	1.0	dict/vocab.json
leep	lEp	lOpen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
löpt	löpt	lOpen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
lopt	löpt	lOpen	VERB.2.Pl.Imp.ocr	0.6636771300448431	dict/vocab.json
lopt	löpt	lOpen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
leep	lEp	lOpen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
löpt	löpt	lOpen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
lopt	löpt	lOpen	VERB.PPast.wk.ocr	0.5560538116591929	dict/vocab.json
Luk	lUk	lUk	NOUN.Neut.Acc	1.0	dict/vocab.json
Luk	lUk	lUk	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Luk	lUk	lUk	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Lamp	lamp	lamp	NOUN.Fem.Acc	1.0	dict/vocab.json
Lamp	lamp	lamp	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Lamp	lamp	lamp	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Landslüd'	landslÜd	lands+lÜd	NOUN.Pl.Acc	1.0	dict/vocab.json
Landslüd'	landslÜd	lands+lÜd	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Landslüd'	landslÜd	lands+lÜd	NOUN.Pl.Nom	0.9047619047619048	dict/vocab.json
langet	langet	lang	ADJ.Pos.Fem.Acc.reg.st	0.91	dict/vocab.json
lange	lange	lang	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
langen	langen	lang	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
lange	lange	lang	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
langet	langet	lang	ADJ.Pos.Neut.Acc.wk	1.0	dict/vocab.json
langet	langet	lang	ADJ.Pos.Neut.Nom.wk.reg.st	0.975	dict/vocab.json
langen	langen	lang	ADJ.Pos.Pl.Acc.wk	0.9615384615384616	dict/vocab.json
langen	langen	lang	ADJ.Pos.Pl.Nom.wk	0.9615384615384616	dict/vocab.json
langet	langet	lang	ADV.reg.st	0.645	dict/vocab.json
langt	langt	langen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
langt	langt	langen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
langt	langt	langen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
langt	langt	langen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
langt	langt	langen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Lappen	lapen	lapen	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Lappen	lapen	lapen	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Lappens	lapens	lapen	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Lappen	lapen	lapen	NOUN.Masc.Nom	1.0	dict/vocab.json
Lappens	lapens	lapen	NOUN.Pl_s.Acc	1.0	dict/vocab.json
Lappens	lapens	lapen	NOUN.Pl_s.Nom	1.0	dict/vocab.json
Last	last	last	NOUN.Fem.Acc	1.0	dict/vocab.json
Last	last	last	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Last	last	last	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
latinsch	latInS	latInS	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
latinsch	latInS	latInS	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
latinsch	latInS	latInS	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
